#SampleID	anonymized_name	collection_timestamp	commonloungetime_hr	description	floor	geo_loc_name	host_life_stage	host_subject_id	hoursoutside	lastshower_day	plants	roomateids	roomates	sample_type	samplenum	sex	sheetwashfreq_week	surface	surfaceaggregated	surfacegroup	timepoint	washlast_day	windowsopenhours	sheetwashfreq_binned	last_shower_binned	hoursoutside_binned
12470.37.Floor.3	37	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	37	NA	NA	0	Outside Study	1	surface	135	male	3	Floor	Floor	Floor	3	56	168			
12470.37.Hand.1	37	2016	NA	sample of Hand	8	US:IL:Chicago	adult	37	NA	NA	NA	Outside Study	1	skin	25	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.37.Hand.3	37	2016	0	sample of Hand	8	US:IL:Chicago	adult	37	NA	NA	0	Outside Study	1	skin	103	male	3	Hand	Hand	Hand	3	56	168	medium	NA	NA
12470.37.Shoe.3	37	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	37	NA	NA	0	Outside Study	1	surface	127	male	3	Shoe	Shoe	Floor	3	56	168			
12470.4.Bed.Sheet.2	4	2016	3	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	4	20	0.02	0	NA	0	surface	190	male	10	Bed.Sheet	Bed Sheet	Hand	2	1	0			
12470.4.Bed.Sheet.4	4	2016	3	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	4	15	2	3	NA	0	surface	319	male	10	Bed.Sheet	Bed Sheet	Hand	4	3	10			
12470.4.Desk.2	4	2016	3	sample of Desk	5	US:IL:Chicago	Not applicable	4	20	0.02	0	NA	0	surface	174	male	10	Desk	Desk	Hand	2	1	0			
12470.4.Desk.4	4	2016	3	sample of Desk	5	US:IL:Chicago	Not applicable	4	15	2	3	NA	0	surface	323	male	10	Desk	Desk	Hand	4	3	10			
12470.4.Door.Handle.2	4	2016	3	sample of Door Handle	5	US:IL:Chicago	Not applicable	4	20	0.02	0	NA	0	surface	182	male	10	Door.Handle	Door Handle	Hand	2	1	0			
12470.4.Floor.2	4	2016	3	sample of Floor	5	US:IL:Chicago	Not applicable	4	20	0.02	0	NA	0	surface	150	male	10	Floor	Floor	Floor	2	1	0			
12470.4.Hand.1	4	2016	NA	sample of Hand	5	US:IL:Chicago	adult	4	NA	NA	NA	NA	0	skin	51	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.4.Hand.2	4	2016	3	sample of Hand	5	US:IL:Chicago	adult	4	20	0.02	0	NA	0	skin	166	male	10	Hand	Hand	Hand	2	1	0	low	recent	high
12470.4.Shoe.2	4	2016	3	sample of Shoe	5	US:IL:Chicago	Not applicable	4	20	0.02	0	NA	0	surface	158	male	10	Shoe	Shoe	Floor	2	1	0			
12470.4.Shoe.4	4	2016	3	sample of Shoe	5	US:IL:Chicago	Not applicable	4	15	2	3	NA	0	surface	321	male	10	Shoe	Shoe	Floor	4	3	10			
12470.5.Bed.Sheet.2	5	2016	0	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	5	1	0.5	0	NA	0	surface	537	male	2	Bed.Sheet	Bed Sheet	Hand	2	14	0			
12470.5.Bed.Sheet.3	5	2016	14	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	5	8	0.46	0	NA	0	surface	453	male	1	Bed.Sheet	Bed Sheet	Hand	3	1	0			
12470.5.Bed.Sheet.4	5	2016	NA	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	5	NA	NA	NA	NA	0	surface	325	male	NA	Bed.Sheet	Bed Sheet	Hand	4	NA	NA			
12470.5.Desk.2	5	2016	0	sample of Desk	7	US:IL:Chicago	Not applicable	5	1	0.5	0	NA	0	surface	535	male	2	Desk	Desk	Hand	2	14	0			
12470.5.Desk.3	5	2016	14	sample of Desk	7	US:IL:Chicago	Not applicable	5	8	0.46	0	NA	0	surface	451	male	1	Desk	Desk	Hand	3	1	0			
12470.5.Door.Handle.2	5	2016	0	sample of Door Handle	7	US:IL:Chicago	Not applicable	5	1	0.5	0	NA	0	surface	539	male	2	Door.Handle	Door Handle	Hand	2	14	0			
12470.5.Door.Handle.3	5	2016	14	sample of Door Handle	7	US:IL:Chicago	Not applicable	5	8	0.46	0	NA	0	surface	452	male	1	Door.Handle	Door Handle	Hand	3	1	0			
12470.5.Door.Handle.4	5	2016	NA	sample of Door Handle	7	US:IL:Chicago	Not applicable	5	NA	NA	NA	NA	0	surface	326	male	NA	Door.Handle	Door Handle	Hand	4	NA	NA			
12470.5.Floor.2	5	2016	0	sample of Floor	7	US:IL:Chicago	Not applicable	5	1	0.5	0	NA	0	surface	538	male	2	Floor	Floor	Floor	2	14	0			
12470.5.Floor.3	5	2016	14	sample of Floor	7	US:IL:Chicago	Not applicable	5	8	0.46	0	NA	0	surface	454	male	1	Floor	Floor	Floor	3	1	0			
12470.5.Floor.4	5	2016	NA	sample of Floor	7	US:IL:Chicago	Not applicable	5	NA	NA	NA	NA	0	surface	324	male	NA	Floor	Floor	Floor	4	NA	NA			
12470.5.Hand.1	5	2016	NA	sample of Hand	7	US:IL:Chicago	adult	5	NA	NA	NA	NA	0	skin	50	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.5.Hand.2	5	2016	0	sample of Hand	7	US:IL:Chicago	adult	5	1	0.5	0	NA	0	skin	536	male	2	Hand	Hand	Hand	2	14	0	high	recent	low
12470.5.Hand.3	5	2016	14	sample of Hand	7	US:IL:Chicago	adult	5	8	0.46	0	NA	0	skin	455	male	1	Hand	Hand	Hand	3	1	0	high	recent	high
12470.5.Hand.4	5	2016	NA	sample of Hand	7	US:IL:Chicago	adult	5	NA	NA	NA	NA	0	skin	328	male	NA	Hand	Hand	Hand	4	NA	NA	NA	NA	NA
12470.5.Shoe.2	5	2016	0	sample of Shoe	7	US:IL:Chicago	Not applicable	5	1	0.5	0	NA	0	surface	540	male	2	Shoe	Shoe	Floor	2	14	0			
12470.5.Shoe.3	5	2016	14	sample of Shoe	7	US:IL:Chicago	Not applicable	5	8	0.46	0	NA	0	surface	456	male	1	Shoe	Shoe	Floor	3	1	0			
12470.6.Bed.Sheet.2	6	2016	0	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	6	13	0.42	1	12	1	surface	102	male	1	Bed.Sheet	Bed Sheet	Hand	2	1	2.4			
12470.6.Bed.Sheet.3	6	2016	2	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	6	7	0.08	1	12	1	surface	446	male	2	Bed.Sheet	Bed Sheet	Hand	3	14	168			
12470.6.Bed.Sheet.4	6	2016	0	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	6	5	0.25	1	12	1	surface	331	male	2	Bed.Sheet	Bed Sheet	Hand	4	5	168			
12470.6.Desk.2	6	2016	0	sample of Desk	7	US:IL:Chicago	Not applicable	6	13	0.42	1	12	1	surface	134	male	1	Desk	Desk	Hand	2	1	2.4			
12470.6.Desk.3	6	2016	2	sample of Desk	7	US:IL:Chicago	Not applicable	6	7	0.08	1	12	1	surface	449	male	2	Desk	Desk	Hand	3	14	168			
12470.6.Door.Handle.2	6	2016	0	sample of Door Handle	7	US:IL:Chicago	Not applicable	6	13	0.42	1	12	1	surface	118	male	1	Door.Handle	Door Handle	Hand	2	1	2.4			
12470.6.Door.Handle.3	6	2016	2	sample of Door Handle	7	US:IL:Chicago	Not applicable	6	7	0.08	1	12	1	surface	447	male	2	Door.Handle	Door Handle	Hand	3	14	168			
12470.6.Door.Handle.4	6	2016	0	sample of Door Handle	7	US:IL:Chicago	Not applicable	6	5	0.25	1	12	1	surface	332	male	2	Door.Handle	Door Handle	Hand	4	5	168			
12470.6.Floor.2	6	2016	0	sample of Floor	7	US:IL:Chicago	Not applicable	6	13	0.42	1	12	1	surface	110	male	1	Floor	Floor	Floor	2	1	2.4			
12470.6.Floor.3	6	2016	2	sample of Floor	7	US:IL:Chicago	Not applicable	6	7	0.08	1	12	1	surface	445	male	2	Floor	Floor	Floor	3	14	168			
12470.6.Floor.4	6	2016	0	sample of Floor	7	US:IL:Chicago	Not applicable	6	5	0.25	1	12	1	surface	330	male	2	Floor	Floor	Floor	4	5	168			
12470.6.Hand.1	6	2016	NA	sample of Hand	7	US:IL:Chicago	adult	6	NA	NA	NA	12	1	skin	49	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.6.Hand.2	6	2016	0	sample of Hand	7	US:IL:Chicago	adult	6	13	0.42	1	12	1	skin	142	male	1	Hand	Hand	Hand	2	1	2.4	high	recent	high
12470.6.Hand.3	6	2016	2	sample of Hand	7	US:IL:Chicago	adult	6	7	0.08	1	12	1	skin	448	male	2	Hand	Hand	Hand	3	14	168	high	recent	high
12470.6.Hand.4	6	2016	0	sample of Hand	7	US:IL:Chicago	adult	6	5	0.25	1	12	1	skin	334	male	2	Hand	Hand	Hand	4	5	168	high	recent	low
12470.6.Shoe.2	6	2016	0	sample of Shoe	7	US:IL:Chicago	Not applicable	6	13	0.42	1	12	1	surface	126	male	1	Shoe	Shoe	Floor	2	1	2.4			
12470.6.Shoe.3	6	2016	2	sample of Shoe	7	US:IL:Chicago	Not applicable	6	7	0.08	1	12	1	surface	450	male	2	Shoe	Shoe	Floor	3	14	168			
12470.6.Shoe.4	6	2016	0	sample of Shoe	7	US:IL:Chicago	Not applicable	6	5	0.25	1	12	1	surface	333	male	2	Shoe	Shoe	Floor	4	5	168			
12470.7.Bed.Sheet.2	7	2016	0	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	7	5	0.63	0	NA	0	surface	505	male	1	Bed.Sheet	Bed Sheet	Hand	2	14	160			
12470.7.Bed.Sheet.3	7	2016	3	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	7	5	0.25	0	NA	0	surface	514	male	1	Bed.Sheet	Bed Sheet	Hand	3	7	80			
12470.7.Desk.2	7	2016	0	sample of Desk	6	US:IL:Chicago	Not applicable	7	5	0.63	0	NA	0	surface	507	male	1	Desk	Desk	Hand	2	14	160			
12470.7.Desk.3	7	2016	3	sample of Desk	5	US:IL:Chicago	Not applicable	7	5	0.25	0	NA	0	surface	516	male	1	Desk	Desk	Hand	3	7	80			
12470.7.Door.Handle.2	7	2016	0	sample of Door Handle	6	US:IL:Chicago	Not applicable	7	5	0.63	0	NA	0	surface	510	male	1	Door.Handle	Door Handle	Hand	2	14	160			
12470.7.Door.Handle.3	7	2016	3	sample of Door Handle	5	US:IL:Chicago	Not applicable	7	5	0.25	0	NA	0	surface	511	male	1	Door.Handle	Door Handle	Hand	3	7	80			
12470.7.Floor.2	7	2016	0	sample of Floor	6	US:IL:Chicago	Not applicable	7	5	0.63	0	NA	0	surface	509	male	1	Floor	Floor	Floor	2	14	160			
12470.7.Floor.3	7	2016	3	sample of Floor	5	US:IL:Chicago	Not applicable	7	5	0.25	0	NA	0	surface	515	male	1	Floor	Floor	Floor	3	7	80			
12470.7.Hand.1	7	2016	NA	sample of Hand	6	US:IL:Chicago	adult	7	NA	NA	NA	NA	0	skin	54	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.7.Hand.2	7	2016	0	sample of Hand	6	US:IL:Chicago	adult	7	5	0.63	0	NA	0	skin	508	male	1	Hand	Hand	Hand	2	14	160	high	recent	low
12470.7.Hand.3	7	2016	3	sample of Hand	5	US:IL:Chicago	adult	7	5	0.25	0	NA	0	skin	513	male	1	Hand	Hand	Hand	3	7	80	high	recent	low
12470.7.Shoe.3	7	2016	3	sample of Shoe	5	US:IL:Chicago	Not applicable	7	5	0.25	0	NA	0	surface	512	male	1	Shoe	Shoe	Floor	3	7	80			
12470.8.Bed.Sheet.2	8	2016	3	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	8	4	0.25	0	30	1	surface	390	female	3	Bed.Sheet	Bed Sheet	Hand	2	3	0			
12470.8.Desk.2	8	2016	3	sample of Desk	6	US:IL:Chicago	Not applicable	8	4	0.25	0	30	1	surface	385	female	3	Desk	Desk	Hand	2	3	0			
12470.8.Door.Handle.2	8	2016	3	sample of Door Handle	6	US:IL:Chicago	Not applicable	8	4	0.25	0	30	1	surface	389	female	3	Door.Handle	Door Handle	Hand	2	3	0			
12470.8.Floor.2	8	2016	3	sample of Floor	6	US:IL:Chicago	Not applicable	8	4	0.25	0	30	1	surface	387	female	3	Floor	Floor	Floor	2	3	0			
12470.8.Hand.1	8	2016	NA	sample of Hand	6	US:IL:Chicago	adult	8	NA	NA	NA	30	1	skin	34	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.8.Hand.2	8	2016	3	sample of Hand	6	US:IL:Chicago	adult	8	4	0.25	0	30	1	skin	386	female	3	Hand	Hand	Hand	2	3	0	medium	recent	low
12470.8.Shoe.2	8	2016	3	sample of Shoe	6	US:IL:Chicago	Not applicable	8	4	0.25	0	30	1	surface	388	female	3	Shoe	Shoe	Floor	2	3	0			
12470.9.Bed.Sheet.2	9	2016	0.5	sample of Bed Sheet	7	US:IL:Chicago	Not applicable	9	10	1	0	16	1	surface	271	male	2	Bed.Sheet	Bed Sheet	Hand	2	14	0			
12470.9.Desk.2	9	2016	0.5	sample of Desk	7	US:IL:Chicago	Not applicable	9	10	1	0	16	1	surface	273	male	2	Desk	Desk	Hand	2	14	0			
12470.9.Door.Handle.2	9	2016	0.5	sample of Door Handle	7	US:IL:Chicago	Not applicable	9	10	1	0	16	1	surface	276	male	2	Door.Handle	Door Handle	Hand	2	14	0			
12470.9.Floor.2	9	2016	0.5	sample of Floor	7	US:IL:Chicago	Not applicable	9	10	1	0	16	1	surface	274	male	2	Floor	Floor	Floor	2	14	0			
12470.9.Hand.1	9	2016	NA	sample of Hand	7	US:IL:Chicago	adult	9	NA	NA	NA	16	1	skin	36	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.9.Hand.2	9	2016	0.5	sample of Hand	7	US:IL:Chicago	adult	9	10	1	0	16	1	skin	272	male	2	Hand	Hand	Hand	2	14	0	high	recent	high
12470.9.Shoe.2	9	2016	0.5	sample of Shoe	7	US:IL:Chicago	Not applicable	9	10	1	0	16	1	surface	275	male	2	Shoe	Shoe	Floor	2	14	0			
12470.Env.Br5.1	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br5.1	NA	NA	NA	NA	NA	surface	44	NA	NA	Br5	Bathroom	Hand	1	NA	NA			
12470.Env.Br5.2	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br5.2	NA	NA	NA	NA	NA	surface	351	NA	NA	Br5	Bathroom	Hand	2	NA	NA			
12470.Env.Br5.3	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br5.3	NA	NA	NA	NA	NA	surface	75	NA	NA	Br5	Bathroom	Hand	3	NA	NA			
12470.Env.Br5.4	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br5.4	NA	NA	NA	NA	NA	surface	338	NA	NA	Br5	Bathroom	Hand	4	NA	NA			
12470.Env.Br51.1	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br51.1	NA	NA	NA	NA	NA	surface	43	NA	NA	Br51	Bathroom	Hand	1	NA	NA			
12470.Env.Br51.2	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br51.2	NA	NA	NA	NA	NA	surface	378	NA	NA	Br51	Bathroom	Hand	2	NA	NA			
12470.Env.Br51.3	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br51.3	NA	NA	NA	NA	NA	surface	79	NA	NA	Br51	Bathroom	Hand	3	NA	NA			
12470.Env.Br51.4	Env	2016	NA	sample of Bathroom	5	US:IL:Chicago	Not applicable	Env.Br51.4	NA	NA	NA	NA	NA	surface	292	NA	NA	Br51	Bathroom	Hand	4	NA	NA			
12470.Env.Br6.1	Env	2016	NA	sample of Bathroom	6	US:IL:Chicago	Not applicable	Env.Br6.1	NA	NA	NA	NA	NA	surface	3	NA	NA	Br6	Bathroom	Hand	1	NA	NA			
12470.Env.Br6.2	Env	2016	NA	sample of Bathroom	6	US:IL:Chicago	Not applicable	Env.Br6.2	NA	NA	NA	NA	NA	surface	352	NA	NA	Br6	Bathroom	Hand	2	NA	NA			
12470.Env.Br6.3	Env	2016	NA	sample of Bathroom	6	US:IL:Chicago	Not applicable	Env.Br6.3	NA	NA	NA	NA	NA	surface	77	NA	NA	Br6	Bathroom	Hand	3	NA	NA			
12470.Env.Br6.4	Env	2016	NA	sample of Bathroom	6	US:IL:Chicago	Not applicable	Env.Br6.4	NA	NA	NA	NA	NA	surface	86	NA	NA	Br6	Bathroom	Hand	4	NA	NA			
12470.Env.Br7.1	Env	2016	NA	sample of Bathroom	7	US:IL:Chicago	Not applicable	Env.Br7.1	NA	NA	NA	NA	NA	surface	4	NA	NA	Br7	Bathroom	Hand	1	NA	NA			
12470.Env.Br7.2	Env	2016	NA	sample of Bathroom	7	US:IL:Chicago	Not applicable	Env.Br7.2	NA	NA	NA	NA	NA	surface	382	NA	NA	Br7	Bathroom	Hand	2	NA	NA			
12470.Env.Br7.3	Env	2016	NA	sample of Bathroom	7	US:IL:Chicago	Not applicable	Env.Br7.3	NA	NA	NA	NA	NA	surface	71	NA	NA	Br7	Bathroom	Hand	3	NA	NA			
12470.Env.Br7.4	Env	2016	NA	sample of Bathroom	7	US:IL:Chicago	Not applicable	Env.Br7.4	NA	NA	NA	NA	NA	surface	289	NA	NA	Br7	Bathroom	Hand	4	NA	NA			
12470.Env.Br8.1	Env	2016	NA	sample of Bathroom	8	US:IL:Chicago	Not applicable	Env.Br8.1	NA	NA	NA	NA	NA	surface	1	NA	NA	Br8	Bathroom	Hand	1	NA	NA			
12470.Env.Br8.2	Env	2016	NA	sample of Bathroom	8	US:IL:Chicago	Not applicable	Env.Br8.2	NA	NA	NA	NA	NA	surface	353	NA	NA	Br8	Bathroom	Hand	2	NA	NA			
12470.Env.Br8.3	Env	2016	NA	sample of Bathroom	8	US:IL:Chicago	Not applicable	Env.Br8.3	NA	NA	NA	NA	NA	surface	81	NA	NA	Br8	Bathroom	Hand	3	NA	NA			
12470.Env.Br8.4	Env	2016	NA	sample of Bathroom	8	US:IL:Chicago	Not applicable	Env.Br8.4	NA	NA	NA	NA	NA	surface	337	NA	NA	Br8	Bathroom	Hand	4	NA	NA			
12470.Env.Ctrl.1	Env	2016	NA	sample of Ctrl		US:IL:Chicago	Not applicable	Env.Ctrl.1	NA	NA	NA	NA	NA	control blank DNA extraction	24	NA	NA	Ctrl	Ctrl	Ctrl	1	NA	NA			
12470.Env.Eb1.1	Env	2016	NA	sample of Elevator Button	1	US:IL:Chicago	Not applicable	Env.Eb1.1	NA	NA	NA	NA	NA	surface	9	NA	NA	Eb1	Elevator Button	Hand	1	NA	NA			
12470.Env.Eb1.2	Env	2016	NA	sample of Elevator Button	1	US:IL:Chicago	Not applicable	Env.Eb1.2	NA	NA	NA	NA	NA	surface	340	NA	NA	Eb1	Elevator Button	Hand	2	NA	NA			
12470.Env.Eb1.3	Env	2016	NA	sample of Elevator Button	1	US:IL:Chicago	Not applicable	Env.Eb1.3	NA	NA	NA	NA	NA	surface	78	NA	NA	Eb1	Elevator Button	Hand	3	NA	NA			
12470.Env.Eb1.4	Env	2016	NA	sample of Elevator Button	1	US:IL:Chicago	Not applicable	Env.Eb1.4	NA	NA	NA	NA	NA	surface	93	NA	NA	Eb1	Elevator Button	Hand	4	NA	NA			
12470.Env.Eb5.1	Env	2016	NA	sample of Elevator Button	5	US:IL:Chicago	Not applicable	Env.Eb5.1	NA	NA	NA	NA	NA	surface	2	NA	NA	Eb5	Elevator Button	Hand	1	NA	NA			
12470.Env.Eb5.2	Env	2016	NA	sample of Elevator Button	5	US:IL:Chicago	Not applicable	Env.Eb5.2	NA	NA	NA	NA	NA	surface	339	NA	NA	Eb5	Elevator Button	Hand	2	NA	NA			
12470.Env.Eb5.3	Env	2016	NA	sample of Elevator Button	5	US:IL:Chicago	Not applicable	Env.Eb5.3	NA	NA	NA	NA	NA	surface	83	NA	NA	Eb5	Elevator Button	Hand	3	NA	NA			
12470.Env.Eb6.1	Env	2016	NA	sample of Elevator Button	6	US:IL:Chicago	Not applicable	Env.Eb6.1	NA	NA	NA	NA	NA	surface	5	NA	NA	Eb6	Elevator Button	Hand	1	NA	NA			
12470.Env.Eb6.2	Env	2016	NA	sample of Elevator Button	6	US:IL:Chicago	Not applicable	Env.Eb6.2	NA	NA	NA	NA	NA	surface	380	NA	NA	Eb6	Elevator Button	Hand	2	NA	NA			
12470.Env.Eb6.3	Env	2016	NA	sample of Elevator Button	6	US:IL:Chicago	Not applicable	Env.Eb6.3	NA	NA	NA	NA	NA	surface	68	NA	NA	Eb6	Elevator Button	Hand	3	NA	NA			
12470.Env.Eb6.4	Env	2016	NA	sample of Elevator Button	6	US:IL:Chicago	Not applicable	Env.Eb6.4	NA	NA	NA	NA	NA	surface	294	NA	NA	Eb6	Elevator Button	Hand	4	NA	NA			
12470.Env.Eb7.1	Env	2016	NA	sample of Elevator Button	7	US:IL:Chicago	Not applicable	Env.Eb7.1	NA	NA	NA	NA	NA	surface	6	NA	NA	Eb7	Elevator Button	Hand	1	NA	NA			
12470.Env.Eb7.2	Env	2016	NA	sample of Elevator Button	7	US:IL:Chicago	Not applicable	Env.Eb7.2	NA	NA	NA	NA	NA	surface	381	NA	NA	Eb7	Elevator Button	Hand	2	NA	NA			
12470.Env.Eb7.3	Env	2016	NA	sample of Elevator Button	7	US:IL:Chicago	Not applicable	Env.Eb7.3	NA	NA	NA	NA	NA	surface	80	NA	NA	Eb7	Elevator Button	Hand	3	NA	NA			
12470.Env.Eb7.4	Env	2016	NA	sample of Elevator Button	7	US:IL:Chicago	Not applicable	Env.Eb7.4	NA	NA	NA	NA	NA	surface	290	NA	NA	Eb7	Elevator Button	Hand	4	NA	NA			
12470.Env.Eb8.1	Env	2016	NA	sample of Elevator Button	8	US:IL:Chicago	Not applicable	Env.Eb8.1	NA	NA	NA	NA	NA	surface	17	NA	NA	Eb8	Elevator Button	Hand	1	NA	NA			
12470.Env.Eb8.2	Env	2016	NA	sample of Elevator Button	8	US:IL:Chicago	Not applicable	Env.Eb8.2	NA	NA	NA	NA	NA	surface	383	NA	NA	Eb8	Elevator Button	Hand	2	NA	NA			
12470.Env.Eb8.3	Env	2016	NA	sample of Elevator Button	8	US:IL:Chicago	Not applicable	Env.Eb8.3	NA	NA	NA	NA	NA	surface	73	NA	NA	Eb8	Elevator Button	Hand	3	NA	NA			
12470.Env.Fl5.2	Env	2016	NA	sample of Hallway	5	US:IL:Chicago	Not applicable	Env.Fl5.2	NA	NA	NA	NA	NA	surface	342	NA	NA	Fl5	Hallway	Hand	2	NA	NA			
12470.Env.Fl5.3	Env	2016	NA	sample of Hallway	5	US:IL:Chicago	Not applicable	Env.Fl5.3	NA	NA	NA	NA	NA	surface	95	NA	NA	Fl5	Hallway	Hand	3	NA	NA			
12470.Env.Fl5.4	Env	2016	NA	sample of Hallway	5	US:IL:Chicago	Not applicable	Env.Fl5.4	NA	NA	NA	NA	NA	surface	296	NA	NA	Fl5	Hallway	Hand	4	NA	NA			
12470.Env.Fl5c.2	Env	2016	NA	sample of Hallway	5	US:IL:Chicago	Not applicable	Env.Fl5c.2	NA	NA	NA	NA	NA	surface	348	NA	NA	Fl5c	Hallway	Hand	2	NA	NA			
12470.Env.Fl6.2	Env	2016	NA	sample of Hallway	6	US:IL:Chicago	Not applicable	Env.Fl6.2	NA	NA	NA	NA	NA	surface	349	NA	NA	Fl6	Hallway	Hand	2	NA	NA			
12470.Env.Fl6.3	Env	2016	NA	sample of Hallway	6	US:IL:Chicago	Not applicable	Env.Fl6.3	NA	NA	NA	NA	NA	surface	94	NA	NA	Fl6	Hallway	Hand	3	NA	NA			
12470.Env.Fl6.4	Env	2016	NA	sample of Hallway	6	US:IL:Chicago	Not applicable	Env.Fl6.4	NA	NA	NA	NA	NA	surface	85	NA	NA	Fl6	Hallway	Hand	4	NA	NA			
12470.Env.Fl7.2	Env	2016	NA	sample of Hallway	7	US:IL:Chicago	Not applicable	Env.Fl7.2	NA	NA	NA	NA	NA	surface	346	NA	NA	Fl7	Hallway	Hand	2	NA	NA			
12470.Env.Fl7.3	Env	2016	NA	sample of Hallway	7	US:IL:Chicago	Not applicable	Env.Fl7.3	NA	NA	NA	NA	NA	surface	88	NA	NA	Fl7	Hallway	Hand	3	NA	NA			
12470.Env.Fl7.4	Env	2016	NA	sample of Hallway	7	US:IL:Chicago	Not applicable	Env.Fl7.4	NA	NA	NA	NA	NA	surface	299	NA	NA	Fl7	Hallway	Hand	4	NA	NA			
12470.Env.Fl8.2	Env	2016	NA	sample of Hallway	8	US:IL:Chicago	Not applicable	Env.Fl8.2	NA	NA	NA	NA	NA	surface	347	NA	NA	Fl8	Hallway	Hand	2	NA	NA			
12470.Env.Fl8.3	Env	2016	NA	sample of Hallway	8	US:IL:Chicago	Not applicable	Env.Fl8.3	NA	NA	NA	NA	NA	surface	89	NA	NA	Fl8	Hallway	Hand	3	NA	NA			
12470.Env.Fl8.4	Env	2016	NA	sample of Hallway	8	US:IL:Chicago	Not applicable	Env.Fl8.4	NA	NA	NA	NA	NA	surface	293	NA	NA	Fl8	Hallway	Hand	4	NA	NA			
12470.Env.Md1.1	Env	2016	NA	sample of Main Door	1	US:IL:Chicago	Not applicable	Env.Md1.1	NA	NA	NA	NA	NA	surface	10	NA	NA	Md1	Main Door	Hand	1	NA	NA			
12470.Env.Md1.2	Env	2016	NA	sample of Main Door	1	US:IL:Chicago	Not applicable	Env.Md1.2	NA	NA	NA	NA	NA	surface	336	NA	NA	Md1	Main Door	Hand	2	NA	NA			
12470.Env.Md1.3	Env	2016	NA	sample of Main Door	1	US:IL:Chicago	Not applicable	Env.Md1.3	NA	NA	NA	NA	NA	surface	67	NA	NA	Md1	Main Door	Hand	3	NA	NA			
12470.Env.Md1.4	Env	2016	NA	sample of Main Door	1	US:IL:Chicago	Not applicable	Env.Md1.4	NA	NA	NA	NA	NA	surface	90	NA	NA	Md1	Main Door	Hand	4	NA	NA			
12470.Env.Md2.1	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md2.1	NA	NA	NA	NA	NA	surface	7	NA	NA	Md2	Main Door	Hand	1	NA	NA			
12470.Env.Md2.2	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md2.2	NA	NA	NA	NA	NA	surface	350	NA	NA	Md2	Main Door	Hand	2	NA	NA			
12470.Env.Md2.3	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md2.3	NA	NA	NA	NA	NA	surface	74	NA	NA	Md2	Main Door	Hand	3	NA	NA			
12470.Env.Md2.4	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md2.4	NA	NA	NA	NA	NA	surface	96	NA	NA	Md2	Main Door	Hand	4	NA	NA			
12470.Env.Md3.1	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md3.1	NA	NA	NA	NA	NA	surface	11	NA	NA	Md3	Main Door	Hand	1	NA	NA			
12470.Env.Md3.2	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md3.2	NA	NA	NA	NA	NA	surface	341	NA	NA	Md3	Main Door	Hand	2	NA	NA			
12470.Env.Md3.3	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md3.3	NA	NA	NA	NA	NA	surface	82	NA	NA	Md3	Main Door	Hand	3	NA	NA			
12470.Env.Md3.4	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md3.4	NA	NA	NA	NA	NA	surface	84	NA	NA	Md3	Main Door	Hand	4	NA	NA			
